sub,onset,offset,cat,tier,reli
1001,258.89,259.633,bevi,Caregiver voc,original
1001,261.305,262.083,bevi,Caregiver voc,original
1001,261.388,261.824,bevi (DA),Caregiver voc,reli
1001,276.795,278.207,Guarda come è bello a mamma (trenino?)	 (DA C),Caregiver voc,original
1001,276.954,278.069,Guarda come è bello a mamma (trenino?) (DA C),Caregiver voc,reli
1001,278.123,278.645,am (CWOP),Infant voc,reli
1001,278.205,278.614,xxx,Infant voc,original
1001,278.596,280.239,Ah ti interessa fare aum? (C QO OP),Caregiver voc,original
1001,278.62,280.132,Ah ti interessa fare aum? (C QO OP),Caregiver voc,reli
1001,285.845,287.273,Chiamiamo papà un xxx (telefono)	(W I),Caregiver voc,original
1001,286.01,287.176,Chiamiamo papà un xxx (telefono) (W I),Caregiver voc,reli
1001,294.733,295.781,"Imma, (SB)",Caregiver voc,original
1001,294.957,295.713,Imma? (SB),Caregiver voc,reli
1001,296.454,297.413,Imma (SB),Caregiver voc,original
1001,296.653,297.343,Imma? (SB),Caregiver voc,reli
1001,310.913,311.737,Non suona (schiaccia i tasti del telefono) (RE),Caregiver voc,original
1001,311.065,311.591,Non suona (schiaccia i tasti del telefono) (RE),Caregiver voc,reli
1001,328.31,329.004,xxx,Caregiver voc,original
1001,330.991,332.29,Il ditino a mamma il ditino (RE C),Caregiver voc,reli
1001,331.0,332.477,Il ditino a mamma il ditino	(RE C),Caregiver voc,original
1001,337.696,338.631,xxx,Infant voc,original
1001,337.876,338.585,mm,Infant voc,reli
1001,338.438,339.204,No no (C),Caregiver voc,original
1001,338.503,339.264,No no (C),Caregiver voc,reli
1001,340.803,342.411,con questa mano qua a mamma (RE C),Caregiver voc,original
1001,341.044,342.42,con questa mano qua a mamma (RE C),Caregiver voc,reli
1001,357.353,358.098,e dai	(AE),Caregiver voc,original
1001,357.439,358.089,e dai (AE),Caregiver voc,reli
1001,362.001,362.85,mangia (DA),Caregiver voc,original
1001,362.234,362.895,mangia (DA),Caregiver voc,reli
1001,364.527,365.197,xxx,Infant voc,original
1001,364.702,365.11,ah,Infant voc,reli
1001,365.265,366.622,Questa che cosa è amor(e)? (QE NE),Caregiver voc,original
1001,365.43,366.446,Questa che cosa è amor(e)? Che cos’ è amo(re)? (QE NE QE NE),Caregiver voc,reli
1001,367.855,368.799,Che cos’ è amo(re)?	(QE NE),Caregiver voc,original
1001,368.108,368.695,xxx,Caregiver voc,reli
1001,369.006,369.7,Uh,Caregiver voc,original
1001,369.185,369.554,Uh (C),Caregiver voc,reli
1001,371.297,371.723,xxx,Infant voc,original
1001,371.392,371.608,xxx,Infant voc,reli
1001,373.073,374.094,che cos’è?	(C QE),Caregiver voc,original
1001,373.302,373.926,che cos’è? (QE),Caregiver voc,reli
1001,374.316,375.81,Vuoi fare aum? (mangiare) (QA OP),Caregiver voc,original
1001,374.629,375.749,Vuoi fare questo? (QA),Caregiver voc,reli
1001,375.969,376.258,xxx,Infant voc,original
1001,376.012,376.194,xxx,Infant voc,reli
1001,377.019,377.969,È presto (RE),Caregiver voc,original
1001,377.277,377.876,Questo? (QA),Caregiver voc,reli
1001,378.025,378.718,xxx,Infant voc,original
1001,378.267,378.717,am (CWOP),Infant voc,reli
1001,379.143,380.273,Vuoi fare aum? (mangiare)	(QA OP),Caregiver voc,original
1001,379.351,380.172,Vuoi fare aum? (mangiare) (QA OP),Caregiver voc,reli
1001,382.197,383.307,È presto (RE),Caregiver voc,original
1001,382.391,383.145,È presto (RE),Caregiver voc,reli
1001,390.464,391.117,xxx,Infant voc,original
1001,390.732,391.177,oh,Infant voc,reli
1001,390.937,392.107,Mettilo qua (DA),Caregiver voc,original
1001,391.177,391.97,Mettilo qua (DA),Caregiver voc,reli
1001,393.125,393.827,xxx,Infant voc,original
1001,393.306,393.714,xxx,Infant voc,reli
1001,394.745,395.382,xxx,Infant voc,original
1001,394.937,395.256,xxx,Infant voc,reli
1001,395.377,397.418,"Grazie, mettila a mamma (AE DA C)",Caregiver voc,original
1001,395.463,397.446,"Grazie, mettila a mamma (AE DA C)",Caregiver voc,reli
1001,396.593,397.377,xxx,Infant voc,original
1001,396.789,397.405,xxx,Infant voc,reli
1001,397.779,398.371,xxx,Infant voc,original
1001,397.862,398.221,am,Infant voc,reli
1001,398.922,401.895,"Grazie, mettici questo		(AE DA)",Caregiver voc,original
1001,399.108,400.166,Grazie (AE),Caregiver voc,reli
1001,400.762,401.94,mettici questo (AE DA),Caregiver voc,reli
1001,408.874,412.004,"Va in piedi, va in piedi a mamma (RE C) Mettilo qua (DA)",Caregiver voc,original
1001,409.1,411.751,"Va in piedi, va in piedi a mamma, Mettilo qua (RE C DA)",Caregiver voc,reli
1001,412.532,414.504,qua a mamma qua qua qua	(C RE),Caregiver voc,original
1001,412.821,414.456,"qua, qua a mamma qua qua qua (C RE)",Caregiver voc,reli
1001,415.151,415.8,qua a mamma ( / C),Caregiver voc,original
1001,415.345,415.796,qua a mamma (/ C),Caregiver voc,reli
1001,416.234,416.565,metti (DA),Caregiver voc,original
1001,416.383,416.572,metti (DA),Caregiver voc,reli
1001,419.073,422.27,Grazie e dai metti questo (AE DA),Caregiver voc,original
1001,419.209,422.071,Grazie e dai metti questo (AE DA),Caregiver voc,reli
1001,420.766,421.229,xxx,Infant voc,original
1001,425.828,426.138,Guarda (DA),Caregiver voc,reli
1001,426.741,427.808,Guarda mm be(llo)	(DA C),Caregiver voc,original
1001,426.969,427.91,mm be(llo) (C),Caregiver voc,reli
1001,428.27,429.398,Dammi un bacio (DA),Caregiver voc,original
1001,428.473,429.339,Dammi un bacio (DA),Caregiver voc,reli
1001,429.942,431.136,Dammi un bacio (DA),Caregiver voc,original
1001,430.158,431.089,dammi un bacio (DA),Caregiver voc,reli
1001,431.598,433.213,Ettore dammi un bacio a mamma	(NC DA C),Caregiver voc,original
1001,431.781,433.037,Ettore dammi un bacio a mamma (NC DA C),Caregiver voc,reli
1001,433.72,434.713,Dammi un bacio a mamma (DA C),Caregiver voc,original
1001,433.882,434.754,Dammi un bacio a mamma (DA C),Caregiver voc,reli
1001,435.726,436.951,Devo piangere (RM),Caregiver voc,original
1001,435.853,436.834,Devo piangere (RM),Caregiver voc,reli
1001,437.302,438.752,xxx,Infant voc,original
1001,437.47,437.859,xxx,Infant voc,reli
1001,437.794,438.614,mm! (C),Caregiver voc,reli
1001,438.966,439.803,"Dammi il bacio, (DA)",Caregiver voc,original
1001,439.183,440.677,"Dammi il bacio, dammi il bacio (DA)",Caregiver voc,reli
1001,439.882,440.813,"Dammi il bacio,(DA)",Caregiver voc,original
1001,442.483,445.395,"E dai, mettilo qua su	(DA)",Caregiver voc,original
1001,442.685,444.862,"E dai, mettilo qua su (DA)",Caregiver voc,reli
1001,445.101,445.298,Questo,Caregiver voc,reli
1001,445.315,446.046,xxx,Infant voc,original
1001,445.33,445.935,am (CWOP),Infant voc,reli
1001,446.342,448.006,Dove am? Questo	 (QA OP RE),Caregiver voc,original
1001,446.525,447.332,Dove am? (QA OP),Caregiver voc,reli
1001,446.525,447.332,xxx,Infant voc,reli
1001,446.598,447.342,xxx,Infant voc,original
1001,447.527,447.747,Questo (RE),Caregiver voc,reli
1001,452.22,453.395,Tieni a mamma dai (DA C),Caregiver voc,original
1001,452.492,453.21,Tieni a mamma dai (DA C),Caregiver voc,reli
1001,455.245,456.406,Nooo!	(AD),Caregiver voc,original
1001,455.524,456.373,Nooo! (AD),Caregiver voc,reli
1001,457.594,459.353,Questo qua sopra (RE),Caregiver voc,original
1001,457.668,458.029,Questo (RE),Caregiver voc,reli
1001,458.546,459.101,qua sopra (RE),Caregiver voc,reli
1001,460.017,460.696,xxx,Infant voc,original
1001,460.153,460.638,mm,Infant voc,reli
1001,460.787,461.279,Questo (RE),Caregiver voc,original
1001,461.607,462.25,Questo (RE),Caregiver voc,original
1001,461.704,461.975,Questo (RE),Caregiver voc,reli
1001,465.196,469.207,"Eh eh (risata) prendi, eccolo qua mettilo qua quassù (C AL DA C DA)",Caregiver voc,original
1001,465.382,469.108,"Eh eh (risata) prendi, eccolo qua mettilo qua quassù (C AL DA C DA)",Caregiver voc,reli
1001,471.159,472.964,Bravo va in piedi (AE),Caregiver voc,original
1001,471.397,472.821,Bravo va in piedi (AE),Caregiver voc,reli
1001,474.578,475.898,Mettilo qua  (DA),Caregiver voc,original
1001,474.719,475.882,Mettilo qua (DA),Caregiver voc,reli
1001,478.895,480.006,Bravo (AE),Caregiver voc,original
1001,479.068,480.018,Bravo! (AE),Caregiver voc,reli
1001,480.987,481.868,Questo (RE),Caregiver voc,original
1001,481.207,481.984,Questo (RE),Caregiver voc,reli
1001,482.802,483.861,Questo (RE),Caregiver voc,original
1001,482.993,483.745,questo (RE),Caregiver voc,reli
1001,486.924,490.012,"Bravo!	(AE) e mo devi leggere, vuoi leggere? (DA QA)",Caregiver voc,original
1001,487.273,490.08,"Bravo! e mo devi leggere, vuoi leggere? (AE DA QA)",Caregiver voc,reli
1001,493.302,494.012,xxx,Infant voc,original
1001,493.556,493.862,mm,Infant voc,reli
1001,495.68,498.205,"Ci sta l’aereo a mamma, vediamo vediamo	 (RE C W)",Caregiver voc,original
1001,495.858,498.153,"Ci sta l’aereo a mamma, vediamo vediamo (RE C W)",Caregiver voc,reli
1001,497.583,498.265,mm,Infant voc,original
1001,497.645,498.155,xxx,Infant voc,reli
1001,499.295,500.26,Fammi veder (DA),Caregiver voc,original
1001,499.381,500.112,Fammi veder (DA),Caregiver voc,reli
1001,502.199,503.911,Non c’è l’aereo (RE),Caregiver voc,original
1001,502.351,503.811,Non c’è l’aereo (RE),Caregiver voc,reli
1001,505.839,506.593,Pipi (OP),Caregiver voc,original
1001,506.07,506.612,Pipi (clacson) (OP),Caregiver voc,reli
1001,508.811,510.008,(clacson) macchinina (RE),Caregiver voc,original
1001,508.963,509.937,macchinina (RE),Caregiver voc,reli
1001,518.109,519.001,xxx,Caregiver voc,original
1001,518.349,518.811,Chi è mamma? (QE C),Caregiver voc,reli
1001,521.017,524.405,"Chi è mamma? (QE C) Che cos’è questa? Che cos’è questa?	(QE) Ettore guarda, guarda, guarda (NC DA)",Caregiver voc,original
1001,521.304,524.405,"Che cos’è questa? Che cos’è questa? Ettore guarda, guarda, guarda (QE NC DA)",Caregiver voc,reli
1001,526.807,528.802,I bimbi vedi i bimbi i bimbi (DA),Caregiver voc,original
1001,527.054,528.758,I bimbi vedi i bimbi i bimbi (DA),Caregiver voc,reli
1001,529.401,531.76,"Questi bimbi qui, Ettore qua i bimbi (RE NC RE)",Caregiver voc,original
1001,529.605,531.746,"Questi bimbi qui, Ettore qua i bimbi (RE NC RE)",Caregiver voc,reli
1001,532.495,534.4,Ettore questi sono i bimbi guarda (NC DA),Caregiver voc,original
1001,532.76,534.42,Ettore questi sono i bimbi guarda (NC DA),Caregiver voc,reli
1001,538.2,539.729,Dove stanno i bimbi?	(QE),Caregiver voc,original
1001,538.39,539.659,Dove stanno i bimbi? (QE),Caregiver voc,reli
1001,551.866,555.008,"La gallina, il maialino	(RE RE)",Caregiver voc,original
1001,552.173,554.894,"La gallina, il maialino (RE RE)",Caregiver voc,reli
1001,557.152,558.22,xxx,Infant voc,original
1001,557.44,558.234,xxx,Infant voc,reli
1001,560.397,562.606,"Aspetta, aspetta, aspetta, aspetta, aspetta (AD)",Caregiver voc,original
1001,560.589,562.469,"Aspetta, aspetta, aspetta, aspetta, aspetta (AD)",Caregiver voc,reli
1001,563.16,565.299,Guarda a mamma guarda (DA C DA) Il maialino	(RE),Caregiver voc,original
1001,563.259,565.299,Guarda a mamma guarda Il maialino (DA C DA RE),Caregiver voc,reli
1001,565.749,566.408,mm,Infant voc,original
1001,565.843,566.557,mm,Infant voc,reli
1001,566.511,568.911,"Il coniglietto, la gallina xxx		(RE RE I)",Caregiver voc,original
1001,566.709,568.965,"Il coniglietto, la gallina (RE RE I)",Caregiver voc,reli
1001,570.601,571.479,xxx,Caregiver voc,original
1001,570.751,571.321,xxx,Caregiver voc,reli
1001,571.524,572.614,eh,Infant voc,original
1001,571.764,572.638,eh,Infant voc,reli
1001,575.453,576.792,Dove sta il bau-ba? (QE OP),Caregiver voc,original
1001,575.694,576.813,Dove sta il bau-ba? (QE OP),Caregiver voc,reli
1001,581.484,581.852,xxx,Infant voc,reli
1001,586.197,588.408,Mm (C),Caregiver voc,original
1001,586.413,588.268,Mm (C),Caregiver voc,reli
1001,589.043,589.726,xxx,Infant voc,original
1001,589.23,589.611,eh,Infant voc,reli
1001,590.686,591.408,xxx,Infant voc,original
1001,590.971,591.33,ah,Infant voc,reli
1001,591.758,592.503,xxx,Infant voc,original
1001,592.038,592.424,ah,Infant voc,reli
1001,595.676,598.215,Aspetta a mamma aspetta  (AD),Caregiver voc,original
1001,596.095,598.123,Aspetta a mamma aspetta (AD),Caregiver voc,reli
1001,601.815,603.207,E dai lascia (AD),Caregiver voc,original
1001,601.879,603.211,E dai lascia (AD),Caregiver voc,reli
1001,603.409,604.922,il coniglietto	(RE),Caregiver voc,original
1001,603.58,604.76,il coniglietto (RE),Caregiver voc,reli
1001,605.575,606.921,il lupo	(RE),Caregiver voc,original
1001,605.713,606.73,il lupo (RE),Caregiver voc,reli
1001,616.184,618.712,"Prendi la palla, prendi, prendi la palla (DA C)",Caregiver voc,original
1001,616.313,618.63,"Prendi la palla, prendi, prendi la palla (DA C)",Caregiver voc,reli
1001,619.398,622.4,"Ettore valla a prendere la palla, valla a prendere (NC DA)",Caregiver voc,original
1001,619.773,622.253,"Ettore valla a prendere la palla, valla a prendere (NC DA)",Caregiver voc,reli
1001,620.024,621.909,xxx,Infant voc,original
1001,620.219,621.633,xxx,Infant voc,reli
1001,622.548,623.675,prendi la palla		( / ),Caregiver voc,original
1001,622.721,623.742,prendi la palla (/),Caregiver voc,reli
1001,624.254,625.602,"porta a mamma, porta	(DA C DA)",Caregiver voc,original
1001,624.457,625.482,"porta a mamma, porta (DA C DA)",Caregiver voc,reli
1001,635.506,638.411,"prendi la pallina a mamma, butta a mamma la pallina butta	 (DA C DA C)",Caregiver voc,original
1001,635.734,638.287,"prendi la pallina a mamma, butta a mamma la pallina butta (DA C DA C)",Caregiver voc,reli
1001,638.848,640.807,butta la pallina a mamma Ettore (DA C NC),Caregiver voc,original
1001,638.946,640.74,butta la pallina a mamma Ettore (DA C NC),Caregiver voc,reli
1001,640.948,641.882,quella vedi	(DA),Caregiver voc,original
1001,641.115,641.779,quella vedi (DA),Caregiver voc,reli
1001,643.144,644.196,Ettore (NC),Caregiver voc,original
1001,643.528,644.285,Ettore (NC),Caregiver voc,reli
1001,645.721,646.548,xxx,Infant voc,reli
1001,646.604,647.599,Ettore (NC),Caregiver voc,original
1001,646.826,647.745,Ettore (NC),Caregiver voc,reli
1001,649.294,652.459,"Oh Oplà, butta a mamma (C DA)",Caregiver voc,original
1001,649.45,651.3,Oh Oplà (C),Caregiver voc,reli
1001,651.552,652.515,Butta a mamma (DA),Caregiver voc,reli
1001,652.458,653.106,xxx,Infant voc,original
1001,652.536,652.97,xxx,Infant voc,reli
1001,653.541,654.483,Butta (DA),Caregiver voc,original
1001,653.717,654.347,Butta (DA),Caregiver voc,reli
1004,0.234,0.998,Via! (AR),Caregiver voc,original
1004,0.287,1.235,Via! (AR),Caregiver voc,reli
1004,1.2,2.009,xxx,Infant voc,original
1004,1.2,2.009,xxx,Infant voc,reli
1004,1.345,3.118,Bom (C) Pronti (AR),Caregiver voc,original
1004,1.542,3.118,Bom  Pronti (C AR),Caregiver voc,reli
1004,2.914,3.932,xxx,Infant voc,original
1004,2.914,3.932,xxx,Infant voc,reli
1004,3.776,5.53,Op (ride) (C AL),Caregiver voc,original
1004,3.776,5.321,Op (ride) (C AL),Caregiver voc,reli
1004,5.772,8.541,xxx,Infant voc,reli
1004,5.916,8.541,xxx,Infant voc,original
1004,6.469,10.274,Pronti pronti partenza	(AR),Caregiver voc,original
1004,6.469,10.379,Pronti pronti partenza	(AR),Caregiver voc,reli
1004,12.701,13.636,No ,Caregiver voc,original
1004,12.916,13.478,No ,Caregiver voc,reli
1004,14.694,16.101,non vuoi giocare con mamma	(C RA),Caregiver voc,original
1004,14.795,15.885,non vuoi giocare con mamma	(C RA),Caregiver voc,reli
1004,15.809,18.043,xxx,Infant voc,original
1004,15.959,18.326,xxx,Infant voc,reli
1004,19.84,21.463,xxx,Infant voc,reli
1004,19.88,21.463,xxx,Infant voc,original
1004,20.165,23.809,Pronti via bravo (AR AE) Oh (C),Caregiver voc,original
1004,20.18,23.647,Pronti via bravo  Oh (AR RE C),Caregiver voc,reli
1004,24.95,25.832,oh op (C),Caregiver voc,original
1004,25.103,25.832,oh op (C),Caregiver voc,reli
1004,26.287,28.207,(fa versi),Caregiver voc,original
1004,26.486,28.207,(fa versi),Caregiver voc,reli
1004,29.0,30.209,Ahi ahi (si tocca la testa come ha fatto il bimbo) (OP),Caregiver voc,original
1004,29.241,29.896,Ahi ahi (si tocca la testa come ha fatto il bimbo) (OP),Caregiver voc,reli
1004,30.663,35.003,"Facciamo dai, pronti	(W C AR) mettiamo via, la palla non è cosa (W RE)",Caregiver voc,original
1004,30.709,32.409,xxx,Infant voc,original
1004,30.892,34.768,"Facciamo dai, pronti	 mettiamo via, la palla non è cosa (W C AR W RE)",Caregiver voc,reli
1004,31.122,32.409,xxx,Infant voc,reli
1004,35.852,37.712,Allora prendiamo il caffè (C W),Caregiver voc,original
1004,36.035,37.712,Allora prendiamo il caffè (C W),Caregiver voc,reli
1004,38.1,42.709,Giriamo lo zucchero (W) Dai giriamo lo zucchero ( / ) tieni il cucchiaino dai (DA C),Caregiver voc,original
1004,38.227,42.62,Giriamo lo zucchero  Dai giriamo lo zucchero tieni il cucchiaino dai (W / DA C),Caregiver voc,reli
1004,43.125,44.605,Gira lo zucchero (DA),Caregiver voc,original
1004,43.247,44.605,Gira lo zucchero (DA),Caregiver voc,reli
1004,46.085,47.663,gira lo zucchero ( / C),Caregiver voc,original
1004,46.297,47.595,gira lo zucchero ( / C),Caregiver voc,reli
1004,48.474,49.201,gira (C),Caregiver voc,original
1004,48.591,49.201,gira (C),Caregiver voc,reli
1004,49.883,51.701,ecco posiamo il cucchiaino (C W),Caregiver voc,original
1004,49.99,51.701,ecco posiamo il cucchiaino (C W),Caregiver voc,reli
1004,52.398,53.929,metti a posto il cucchiaino (DA),Caregiver voc,original
1004,52.552,53.832,metti a posto il cucchiaino (DA),Caregiver voc,reli
1004,54.261,56.607,così mettilo a posto qua dentro il cucchiaino  (C DA),Caregiver voc,original
1004,54.389,56.607,così mettilo a posto qua dentro il cucchiaino  (C DA),Caregiver voc,reli
1004,57.023,58.31,e beviamo il caffè (W),Caregiver voc,original
1004,57.198,58.31,e beviamo il caffè (W),Caregiver voc,reli
1004,58.515,60.99,uh ah (verso del bere)	(OP),Caregiver voc,reli
1004,58.63,60.99,uh ah (verso del bere)	(OP),Caregiver voc,original
1004,62.112,62.451,xxx,Caregiver voc,reli
1004,62.549,63.014,xxx,Caregiver voc,original
1004,63.227,63.854,xxx,Infant voc,reli
1004,64.061,65.07,xxx,Caregiver voc,original
1004,64.142,65.07,xxx,Caregiver voc,reli
1004,65.649,68.816,Adesso mangiamo il pasticcino (W) Vogliamo mangiare il pasticcino? (W),Caregiver voc,original
1004,65.809,68.92,Adesso mangiamo il pasticcino  Vogliamo mangiare il pasticcino? (W W),Caregiver voc,reli
1004,69.132,70.598,Prendi un biscottino (DA),Caregiver voc,original
1004,69.285,70.68,Prendi un biscottino (DA),Caregiver voc,reli
1004,70.801,72.407,No prendi il biscottino aspetta (C DA),Caregiver voc,original
1004,70.966,72.457,No prendi il biscottino aspetta (C DA),Caregiver voc,reli
1004,72.674,74.205,Prendi il biscotto ( / ),Caregiver voc,original
1004,72.964,74.4,Prendi il biscotto ( / ),Caregiver voc,reli
1004,75.196,75.934,Prendi  (C),Caregiver voc,original
1004,75.334,76.0,Prendi  (C),Caregiver voc,reli
1004,76.212,77.0,e prendi (DA),Caregiver voc,original
1004,76.348,77.0,e prendi (DA),Caregiver voc,reli
1004,77.103,79.598,No così guarda am!	(AD DA OP),Caregiver voc,original
1004,77.21,79.598,No così guarda am!	(AD DA OP),Caregiver voc,reli
1004,79.8,81.01,Prendi il biscottino	(DA),Caregiver voc,original
1004,79.99,81.046,Prendi il biscottino	(DA),Caregiver voc,reli
1004,81.203,82.23,(ride) (AL),Caregiver voc,original
1004,81.203,82.23,(ride) (AL),Caregiver voc,reli
1004,82.338,83.287,È buono (RE),Caregiver voc,original
1004,82.552,83.287,È buono (RE),Caregiver voc,reli
1004,83.467,86.592,Com’è questo biscottino? È buono? Mm (QO C),Caregiver voc,original
1004,83.63,86.592,Com’è questo biscottino? È buono? Mm (QO C),Caregiver voc,reli
1004,87.303,89.309,Come è buono questo biscottino (RE),Caregiver voc,original
1004,87.517,89.309,Come è buono questo biscottino (RE),Caregiver voc,reli
1004,88.718,90.31,xxx,Infant voc,original
1004,88.906,90.379,xxx,Infant voc,reli
1004,90.52,90.921,xxx,Infant voc,original
1004,90.52,90.921,xxx,Infant voc,reli
1004,91.103,93.018,Ce ne vogliamo dare un poco alla bambola	 (W),Caregiver voc,original
1004,91.184,93.018,Ce ne vogliamo dare un poco alla bambola	 (W),Caregiver voc,reli
1004,93.51,95.22,Dai un poco di caffè alla bambola (DA),Caregiver voc,original
1004,93.599,95.22,Dai un poco di caffè alla bambola (DA),Caregiver voc,reli
1004,95.805,96.923,Un poco di caffè	(RE),Caregiver voc,original
1004,95.887,96.778,Un poco di caffè	(RE),Caregiver voc,reli
1004,97.307,97.8,Tieni (DA),Caregiver voc,original
1004,97.453,97.8,Tieni (DA),Caregiver voc,reli
1004,98.365,99.016,dai (C),Caregiver voc,original
1004,98.412,98.978,xxx,Infant voc,original
1004,98.476,98.978,xxx,Infant voc,reli
1004,98.56,99.016,dai (C),Caregiver voc,reli
1004,99.845,101.903,Che buono! (parla per la bambola)	(ST),Caregiver voc,original
1004,99.941,101.903,Che buono! (parla per la bambola)	(ST),Caregiver voc,reli
1004,102.149,103.138,Falla bere	(DA),Caregiver voc,original
1004,102.371,103.138,Falla bere	(DA),Caregiver voc,reli
1004,104.258,105.336,(ride) (AL),Caregiver voc,original
1004,104.319,105.396,(ride) (AL),Caregiver voc,reli
1004,106.407,108.814,È buona? Mm mm	(QO C),Caregiver voc,original
1004,106.62,108.814,È buona? Mm mm	(QO C),Caregiver voc,reli
1004,108.576,109.403,xxx,Infant voc,original
1004,108.576,109.403,xxx,Infant voc,reli
1004,110.569,111.805,Facciamo sedere (W),Caregiver voc,original
1004,110.747,111.71,Facciamo sedere (W),Caregiver voc,reli
1004,112.307,113.069,Moic (W),Caregiver voc,original
1004,112.482,113.069,Moic (W),Caregiver voc,reli
1004,113.561,114.214,xxx,Infant voc,original
1004,113.762,114.214,xxx,Infant voc,reli
1004,114.714,117.46,"Ok e falla mangiare, tieni col cucchiaino (C DA DA)",Caregiver voc,original
1004,114.933,117.46,"Ok e falla mangiare, tieni col cucchiaino (C DA DA)",Caregiver voc,reli
1004,118.296,119.712,Fai mangiare la bambola ( / ),Caregiver voc,original
1004,118.451,119.645,Fai mangiare la bambola ( / ),Caregiver voc,reli
1004,120.992,122.192,Fai mangiare		(C),Caregiver voc,original
1004,121.14,122.192,Fai mangiare		(C),Caregiver voc,reli
1004,121.77,123.598,xxx,Infant voc,original
1004,121.875,123.598,xxx,Infant voc,reli
1004,122.943,126.97,"La pappa, la pappa bravo (RE AE) Non negli occhi, in bocca	 (RE)",Caregiver voc,original
1004,123.048,126.85,"La pappa, la pappa bravo  Non negli occhi, in bocca	 (RE AE RE)",Caregiver voc,reli
1004,127.307,131.909,Ah mangi tu (ride) (C RA AL) Bravo bravo (AE),Caregiver voc,original
1004,127.486,128.101,xxx,Caregiver voc,reli
1004,128.212,131.909,Ah mangi tu (ride)  Bravo bravo (C RA AL AE),Caregiver voc,reli
1004,132.678,135.801,Com’è buona questa pappa? Mmm	(QO C),Caregiver voc,original
1004,132.826,135.801,Com’è buona questa pappa? Mmm	(QO C),Caregiver voc,reli
1004,137.096,140.01,Come siamo “vitamini” (si tocca la guancia) (W),Caregiver voc,original
1004,137.266,140.01,Come siamo “vitamini” (si tocca la guancia) (W),Caregiver voc,reli
1004,141.498,142.723,È buona?	(QO),Caregiver voc,original
1004,141.628,142.618,È buona?	(QO),Caregiver voc,reli
1004,144.878,146.61,Vogliamo fare il girotondo con la bambola? (W),Caregiver voc,original
1004,144.968,146.61,Vogliamo fare il girotondo con la bambola? (W),Caregiver voc,reli
1004,147.189,148.598,Vuoi fare il girotondo? (QA),Caregiver voc,original
1004,147.402,148.498,Vuoi fare il girotondo? (QA),Caregiver voc,reli
1004,148.843,150.7,Giro girotondo (AR),Caregiver voc,original
1004,149.056,150.612,Giro girotondo (AR),Caregiver voc,reli
1004,151.572,153.305,Ah le vuoi dare da mangiare? Dai (C QA C),Caregiver voc,original
1004,151.659,153.363,Ah le vuoi dare da mangiare? Dai (C QA C),Caregiver voc,reli
1004,153.718,154.816,Com’è buono?	(QO),Caregiver voc,original
1004,153.822,154.816,Com’è buono?	(QO),Caregiver voc,reli
1004,155.509,158.014,Mmm (C) Un poco a Stefano (RA NC),Caregiver voc,original
1004,155.762,158.21,Mmm  Un poco a Stefano (C RA NC),Caregiver voc,reli
1004,157.78,161.072,xxx,Infant voc,original
1004,157.883,161.072,xxx,Infant voc,reli
1004,158.803,159.861,e un po’	,Caregiver voc,original
1004,158.803,159.861,e un po’	,Caregiver voc,reli
1004,161.161,162.601,Va bè ho capito (C RM),Caregiver voc,original
1004,161.289,162.601,Va bè ho capito (C RM),Caregiver voc,reli
1004,163.067,164.618,"No, ho capito basta basta (C RM)",Caregiver voc,original
1004,163.175,164.618,"No, ho capito basta basta (C RM)",Caregiver voc,reli
1004,164.805,165.801,ciao ciao (AG),Caregiver voc,original
1004,164.976,165.916,ciao ciao (AG),Caregiver voc,reli
1004,166.283,168.069,accarezza la bambola) è bello piccolino  (RE),Caregiver voc,original
1004,166.396,168.069,accarezza la bambola) è bello piccolino  (RE),Caregiver voc,reli
1004,168.934,170.68,piccolino piccolino,Caregiver voc,original
1004,169.126,170.68,piccolino piccolino,Caregiver voc,reli
1004,171.25,172.852,Vogliam fare il girotondo (W),Caregiver voc,original
1004,171.451,172.852,Vogliam fare il girotondo (W),Caregiver voc,reli
1004,173.483,178.67,Giro girotondo casca il (AR) Dai la manina alla bambola dai la manina	(DA),Caregiver voc,original
1004,173.558,178.67,Giro girotondo casca il Dai la manina alla bambola dai la manina	(AR DA),Caregiver voc,reli
1004,174.654,175.45,xxx,Infant voc,original
1004,174.941,175.45,xxx,Infant voc,reli
1004,180.243,181.81,Dai la manina alla bambola ( / ),Caregiver voc,original
1004,180.402,181.81,Dai la manina alla bambola ( / ),Caregiver voc,reli
1004,182.274,184.123,No (C) Gli vuoi dare da mangiare	(RA),Caregiver voc,original
1004,182.486,184.123,No Gli vuoi dare da mangiare	(C RA),Caregiver voc,reli
1004,184.505,185.463,xxx,Caregiver voc,original
1004,184.745,185.381,xxx,Caregiver voc,reli
1004,185.34,186.063,Eh eh,Infant voc,original
1004,185.406,186.122,Eh eh,Infant voc,reli
1004,185.814,186.88,EH eh (AM),Caregiver voc,original
1004,185.947,186.88,EH eh (AM),Caregiver voc,reli
1004,186.298,187.401,xxx,Infant voc,original
1004,186.396,187.401,xxx,Infant voc,reli
1004,187.212,190.803,Ha fatto la monella non vuole mangiare! (riferito alla bambola)	(RE),Caregiver voc,original
1004,187.289,190.747,Ha fatto la monella non vuole mangiare! (riferito alla bambola)	(RE),Caregiver voc,reli
1004,191.703,192.809,Non vuole mangiare	 ( / ),Caregiver voc,original
