sub,onset,offset,cat,tier
1007,190.315,192.459,metti a posto metti a posto posa (DA DA),Caregiver voc
1007,193.134,194.396,pronto pronto	(AG),Caregiver voc
1007,194.799,195.957,il filo (RE),Caregiver voc
1007,196.813,197.634,il filo (RE),Caregiver voc
1007,200.585,201.521,posalo (DA),Caregiver voc
1007,202.935,205.803,"non ti piace il telefono? (QO) Sì il filo, il filo (C RE)",Caregiver voc
1007,207.289,215.68,"E facciamo vedere una cosa, facciamo vedere (W) Facciamo vedere a Manuela come sai fare “cucu te te”	 ( / RO) Uh come fai “cucu te te” (C RA) Ti piace il filo? (QO)",Caregiver voc
1007,216.678,217.525,(ride) (AL),Caregiver voc
1007,218.717,220.394,Facciamo vedere come fai “cucu te te” (W),Caregiver voc
1007,220.55,222.322,Posiamo questo posiamo qua (W),Caregiver voc
1007,222.76,224.262,Fai “cucu te te” fai “cucu te te” (DA),Caregiver voc
1007,224.782,225.231,xxx,Caregiver voc
1007,225.747,228.031,"fai ""cu cu te te”",Caregiver voc
1007,229.046,230.05,"fai ""cu cu te te”",Caregiver voc
1007,230.799,231.268,xxx,Caregiver voc
1007,231.11,231.459,xxx,Infant voc
1007,231.723,233.4,Cu cu	 (AR) Te te,Caregiver voc
1007,234.142,237.124,Fai alla bimba “cu cu te te” fai alla bimba	(DA C) guarda la bimba (DA),Caregiver voc
1007,238.287,242.476,La bambolina guarda Fai fare ninna nanna alla bambolina	(DA) Ninna nanna (AR),Caregiver voc
1007,242.83,244.591,Fai cara ninna nanna (DA),Caregiver voc
1007,243.338,243.501,xxx,Infant voc
1007,244.974,245.809,xxx,Caregiver voc
1007,246.352,248.749,ninna nanna (DA) No non ti piace (C RO),Caregiver voc
1007,249.097,249.953,Non ti piace?	(QO),Caregiver voc
1007,250.208,251.212,È brutta? (QE) ,Caregiver voc
1007,251.214,251.737,xxx,Infant voc
1007,251.77,252.929,No via Dici vieni (DA),Caregiver voc
1007,253.55,255.095,Dici vieni bimba vieni (DA),Caregiver voc
1007,256.342,257.939,Dici alla bambolina vieni vieni,Caregiver voc
1007,259.702,261.317,Dici vieni vieni che giochiamo (DA),Caregiver voc
1007,262.614,263.684,Dici vieni vieni,Caregiver voc
1007,264.005,264.579,La vuoi? (QO),Caregiver voc
1007,264.607,265.21,xxx,Infant voc
1007,265.319,265.793,No,Caregiver voc
1007,266.552,267.451,La posiamo? (W),Caregiver voc
1007,268.278,269.881,Mamma la mette qua così (RM),Caregiver voc
1007,272.688,274.015,Che vuoi il telefono? (QO),Caregiver voc
1007,274.698,275.76,Il filo	(RE),Caregiver voc
1007,281.276,282.601,Mamma lo nasconde (RM),Caregiver voc
1007,283.159,284.311, il telefono (RM),Caregiver voc
1007,284.529,285.677,Cucu telefono	 (AR RE),Caregiver voc
1007,286.2,287.663,Te te telefono	(AR RE),Caregiver voc
1007,288.482,289.309,Ecco qua (C),Caregiver voc
1007,291.202,293.066,Uh il topolino guarda	(C DA),Caregiver voc
1007,293.714,294.509,Un altro (RE),Caregiver voc
1007,294.875,295.583,filo (RE),Caregiver voc
1007,296.0,298.107,Guarda Chicco un altro filo	(DA NC),Caregiver voc
1007,299.957,300.603,Oh (C),Caregiver voc
1007,305.328,306.575,ti piace il topolino? (QO),Caregiver voc
1007,307.828,308.531,Ti piace?,Caregiver voc
1007,309.704,310.317,Guarda (DA),Caregiver voc
1007,310.552,311.122,guarda a mamma (DA C),Caregiver voc
1007,312.001,317.194,"Facciamo così giochiamo con la pallina (W W) Giochiamo con la pallina tutti e due, facciamo vedere come giochiamo con la pallina (W W)",Caregiver voc
1007,319.202,322.066,Apri le gambe apri le gambe (DA) Questo la mamma lo nasconde	(RM),Caregiver voc
1007,322.704,323.669,apri le gambe (DA),Caregiver voc
1007,324.433,326.077,apri le gambe Eh giochiamo (C W),Caregiver voc
1007,327.607,328.021,xxx,Caregiver voc
1007,328.406,328.865,Così (C),Caregiver voc
1007,329.887,330.795,Butta a mamma (DA),Caregiver voc
1007,332.953,333.593,Butta (DA),Caregiver voc
1007,335.379,337.254,"No non ti piace, vallo a prendere (C RO DA)",Caregiver voc
1007,342.793,344.015,Valla a prendere a mamma (DA C),Caregiver voc
1007,344.431,345.303,Butta butta  (DA),Caregiver voc
1007,345.782,346.322,butta (DA),Caregiver voc
1007,347.714,349.603,A me devi buttare,Caregiver voc
1007,352.601,354.35,(ride) (AL),Caregiver voc
1007,354.85,356.309,Mamma la vede (RM),Caregiver voc
1007,357.206,358.192,Aspetta aspetta (DA),Caregiver voc
1007,358.758,359.196,Tieni (DA),Caregiver voc
1007,359.943,360.926,Oh issa (C),Caregiver voc
1007,361.883,362.972,Butta (DA),Caregiver voc
1007,362.961,363.455,xxx,Infant voc
1007,364.11,364.589,xxx,Caregiver voc
1007,364.99,366.739,xxx Butta a mamma  (DA C),Caregiver voc
1007,367.854,369.033,butta oh (DA C),Caregiver voc
1007,370.478,373.507,No in là devi buttare (C DA) xxx,Caregiver voc
1007,373.996,374.4,xxx,Caregiver voc
1007,376.396,377.394,Porta a mamma (DA),Caregiver voc
1007,379.393,380.797,Porta a mamma la pallina,Caregiver voc
1007,382.295,383.784,Vieni qua vieni vieni (DA),Caregiver voc
1007,383.91,384.418,xxx,Infant voc
1007,383.916,384.756,vieni a qui (DA),Caregiver voc
1007,385.237,385.994,vieni a mamma vieni (DA C DA),Caregiver voc
1007,389.402,390.307,Butta a mamma (DA),Caregiver voc
1007,390.68,391.891,proprio no se ne va proprio  (C RA),Caregiver voc
1007,392.268,393.583,(ride) (AL),Caregiver voc
1007,394.058,395.0,xxx,Caregiver voc
1007,399.26,399.75,xxx,Caregiver voc
1007,402.472,403.391,Eccola qua	(C),Caregiver voc
1007,404.889,405.359,Vai (AE),Caregiver voc
1007,408.449,409.994,Gioca a pallone gioca (DA C),Caregiver voc
1007,412.717,414.548,Dai calcio (DA) Bravo (AE),Caregiver voc
1007,416.451,417.301,Dai calcio (DA),Caregiver voc
1007,417.289,417.978,xxx,Infant voc
1007,420.61,421.375,Dai (C),Caregiver voc
1007,423.066,424.303,xxx,Caregiver voc
1007,427.885,428.393,Vai (AE),Caregiver voc
1007,429.562,431.501,Dai calcio (DA) Bravo (AE),Caregiver voc
1007,432.194,433.264,Ah “bunfete”	(C AN),Caregiver voc
1007,436.054,436.789,Aspetta (DA),Caregiver voc
1007,437.733,438.097,Vai (C),Caregiver voc
1007,440.706,441.2,Oh (C),Caregiver voc
1007,443.054,444.486,Dove è andato il pallone? (QE),Caregiver voc
1007,452.068,454.305,Prendilo con la manina Chicco (DA NC) Prendilo con la manina (DA),Caregiver voc
1007,455.103,457.455,Abbassati con la manina così così (DA C),Caregiver voc
1007,458.13,458.854,Bravo (AE),Caregiver voc
1007,458.756,458.922,xxx,Infant voc
1007,459.377,459.898,xxx,Caregiver voc
1007,465.206,465.998,Dai calcio (DA),Caregiver voc
1007,468.361,469.278,Mettiamo qua	(W),Caregiver voc
1007,470.299,471.404,Vai valla a prendere dai (DA C),Caregiver voc
1007,477.661,478.595,xxx,Caregiver voc
1007,479.468,480.538,qua così (DA) Guarda (DA),Caregiver voc
1007,484.692,485.153,oh (C),Caregiver voc
1007,485.416,486.63,oh aspetta aspetta girati (C DA DA),Caregiver voc
1007,495.647,497.122,tira tira il filo (DA),Caregiver voc
1007,497.233,498.101,bravo (AE),Caregiver voc
1007,498.799,499.597,tira il filo (DA),Caregiver voc
1007,500.702,503.394,fai così con la manina guarda la mamma come è da fare (DA),Caregiver voc
1007,503.908,504.391,guarda (C),Caregiver voc
1007,505.488,505.941,sì (C),Caregiver voc
1007,507.731,508.431,cammina (DA),Caregiver voc
1007,509.56,510.27,cammina,Caregiver voc
1007,510.929,511.223,sì (C),Caregiver voc
1007,511.943,513.492,così guarda Chicco così (C DA NC) guarda (DA),Caregiver voc
1007,514.523,515.98,oh (C),Caregiver voc
1007,516.519,518.9,non va così	(RE),Caregiver voc
1007,519.994,521.087,tieni insieme Chicco (DA NC),Caregiver voc
1007,522.145,522.614,xxx,Infant voc
1007,522.914,523.848,guarda (DA),Caregiver voc
1007,524.529,525.334,“bunfete” (AN),Caregiver voc
1007,525.795,526.507,xxx,Infant voc
1007,526.852,527.4,xxx,Infant voc
1007,527.632,528.501,oh (C),Caregiver voc
1007,530.34,530.877,Tira (DA),Caregiver voc
1007,534.577,536.338,Vediamo quello che ci sta Chicco (W NC),Caregiver voc
1007,537.844,538.733,Guarda (DA),Caregiver voc
1007,540.478,541.124,Guarda,Caregiver voc
1007,542.18,543.556,La tavoletta (RE),Caregiver voc
1007,545.455,546.118,Guarda (DA),Caregiver voc
1007,546.389,548.2,I porcellini (RE),Caregiver voc
1007,549.939,550.416,xxx,Caregiver voc
1007,551.599,552.344,xxx,Infant voc
1007,552.408,553.416,Il lupo (RE),Caregiver voc
1007,553.737,555.612,il lupo Chicco guarda il lupo (RE NC DA),Caregiver voc
1007,556.011,559.393,Fai vedere a Manuela come fa il lupo Chicco (DA NC) come fa il lupo? (QE),Caregiver voc
1007,559.478,560.994,xxx,Infant voc
1007,559.811,560.626,Guarda il lupo	(DA),Caregiver voc
1007,561.313,562.521,xxx,Infant voc
1007,561.832,563.803,il lupo Eccolo qua il lupo (RE) Guarda (DA),Caregiver voc
1007,564.605,566.157,Guarda come fa il lupo? (DA QE),Caregiver voc
1007,566.422,567.406,xxx,Caregiver voc
1007,568.661,569.422,Guarda (DA),Caregiver voc
1007,570.97,572.651, il porcellino guarda (DA C),Caregiver voc
1007,575.877,576.593,Chicco (NC),Caregiver voc
1007,577.943,579.005,xxx,Caregiver voc
1007,579.556,580.081,xxx,Infant voc
1007,580.669,581.231,xxx,Caregiver voc
1007,581.509,583.472,Gira tu gira tu a mamma gira (DA C DA),Caregiver voc
1007,584.616,585.626,gira il foglio	,Caregiver voc
1008,0.334,1.53,Pronto? (AG),Caregiver voc
1008,1.59,2.404,xxx,Infant voc
1008,2.0,2.926,Maria (RE),Caregiver voc
1008,3.3,7.726,"  ciao sei venuta adesso,  (AG RE) sì Lorenzo è qua è andato a scuola	(C NC RO RA)",Caregiver voc
1008,8.162,9.607,aspe(tta) mo te lo passo  (DA RM),Caregiver voc
1008,10.098,12.042,ciao (AG) È Maria tieni digli (RE DA DA),Caregiver voc
1008,12.344,13.005,xxx,Caregiver voc
1008,12.686,14.208,xxx,Infant voc
1008,14.563,16.126,No tu digli che sei andato a scuola (C DA),Caregiver voc
1008,15.715,16.401,xxx,Infant voc
1008,16.505,17.605,A mamma sempre	(C O),Caregiver voc
1008,17.423,17.807,xxx,Infant voc
1008,18.172,20.74,Maria non vuole parlare con te devo parlare io eh (RE RM C),Caregiver voc
1008,20.825,22.728, ciao allora ciao (AG C AG),Caregiver voc
1008,22.909,23.327,xxx,Caregiver voc
1008,23.73,25.665,Tu non vuoi parlare con Maria (RA) mettiamo questo (W),Caregiver voc
1008,27.078,28.604,vogliamo fare un po’ di caffè? (W),Caregiver voc
1008,28.643,29.105,xxx,Infant voc
1008,29.139,30.844,E cuciniamo e facciamo un po’ di caffè?	(W W),Caregiver voc
1008,30.887,31.563,xxx,Infant voc
1008,31.904,32.522,Sì aspetta	(C DA),Caregiver voc
1008,32.764,33.436,xxx,Caregiver voc
1008,34.808,36.6,Questo che ci sta lo zucchero ci sta?	(QE),Caregiver voc
1008,36.629,37.0,xxx,Infant voc
1008,36.962,38.68,Apri apri mettiamo lo zucchero (DA W),Caregiver voc
1008,39.53,40.74,Prendi il cucchiaino (DA),Caregiver voc
1008,41.457,42.684,Prendi il cucchiaino (DA),Caregiver voc
1008,44.501,45.708,Metti lo zucchero (DA),Caregiver voc
1008,45.139,45.645,xxx,Infant voc
1008,48.235,51.201,"E no lo zucchero sta qua, questo è per la pappa qua dentro	(C RE RE)",Caregiver voc
1008,51.931,53.464,Com’è questa pappa? (QO),Caregiver voc
1008,54.177,59.522,Non ti piace  (RO) Facciamo due maccheroni va facciamo i maccheroni forse sono più buoni	 (W C W),Caregiver voc
1008,59.87,61.197,Vogliamo fare due maccheroni? (W),Caregiver voc
1008,62.5,64.754, Mm buoni! (C RE),Caregiver voc
1008,65.498,68.61,Hai messo il parmigiano? (QA) Mettiamo il parmigiano sui maccheroni	(W) ,Caregiver voc
1008,69.436,71.201,Mettiamo il parmigiano  (W),Caregiver voc
1008,71.508,73.508,Mangia adesso mangia adesso (DA),Caregiver voc
1008,74.544,76.046,Così si mangia? (QA),Caregiver voc
1008,76.129,76.829,xxx,Infant voc
1008,76.851,78.663,Che mangi come i cagnolini?	 (QA),Caregiver voc
1008,79.728,81.493,xxx,Caregiver voc
1008,80.116,80.998,xxx,Infant voc
1008,82.329,84.069,Ma quella piccola sta dormendo (RE),Caregiver voc
1008,84.877,87.201,Ma perché quella bimba piccina sì!	(RE C),Caregiver voc
1008,87.264,88.604,si (C),Caregiver voc
1008,89.056,90.397,La vogliamo far xx	(W I),Caregiver voc
1008,89.453,90.037,xxx,Infant voc
1008,90.513,91.081,xxx,Infant voc
1008,92.744,95.31,Ciao Lorenzo come stai?	(ST),Caregiver voc
1008,96.843,99.626,"Io mi chiamo Maria, tu come ti chiami?	(ST)",Caregiver voc
1008,100.069,101.121,Lorenzo (CW),Infant voc
1008,101.489,103.162,le vuoi dare una manina? (QA),Caregiver voc
1008,104.692,105.402,xxx,Infant voc
1008,104.733,106.402,Ciao Maria ciao (SB),Caregiver voc
1008,107.192,110.982,E adesso vengo a xxxx (ST I),Caregiver voc
1008,109.168,110.926,xxx,Infant voc
1008,111.481,113.109,Ah (C),Caregiver voc
1008,113.361,115.534,pure Maria smack smack (RE OP),Caregiver voc
1008,116.063,116.498,xxx,Caregiver voc
1008,116.914,120.143,Facciamo cara cara (W) Fagli cara cara (DA),Caregiver voc
1008,120.665,125.105,Fagli una carezzina cara oh	(DA C) ride (AL),Caregiver voc
1008,127.742,134.059,"La mettiamo a dormire? (W) E dai Mettiamola a dormire, mettigli la copertina perchè ha tanto freddo a mamma (W DA RE C) Mettigli la copertina	(DA)",Caregiver voc
1008,128.735,129.203,xxx,Infant voc
1008,134.728,135.262,xxx,Infant voc
1008,135.284,138.143,mettigli la copertina che ha tanto freddo questa piccina (DA RE),Caregiver voc
1008,138.716,140.564,copri copri a mamma copriamo (DA C W),Caregiver voc
1008,140.643,143.221, xxx Aggiustiamo	(W),Caregiver voc
1008,143.409,144.366, fa pe pe (AN),Caregiver voc
1008,144.489,147.194,Dormi dormi (alla bambola)	(RE),Caregiver voc
1008,147.015,147.308,xxx,Infant voc
1008,147.936,149.441,xxx,Caregiver voc
1008,149.901,150.523,xxx,Infant voc
1008,150.609,151.549,Ninna oh (AR),Caregiver voc
1008,151.887,152.569,questo (AR),Caregiver voc
1008,152.754,153.445,xxx,Caregiver voc
1008,153.585,154.213,A chi (AR),Caregiver voc
1008,154.441,155.489,xxx,Infant voc
1008,155.805,156.807,glielo do?,Caregiver voc
1008,157.088,158.201,xxx,Infant voc
1008,158.696,160.269, xxx fa be be	(I AN),Caregiver voc
1008,160.482,160.89,xxx,Infant voc
1008,161.063,162.121,Adesso mettiamo a dormire (W),Caregiver voc
1008,163.54,167.088, Guarda che ci sta qua guarda questo xx la gru (DA I),Caregiver voc
1008,167.863,169.189,Giriamo giriamo (W),Caregiver voc
1008,168.394,169.725,xxx,Infant voc
1008,170.105,171.143,xxx,Infant voc
1008,171.551,172.098,Chi è?	(QE),Caregiver voc
1008,172.438,173.699,xxx,Infant voc
1008,173.923,174.791,Vuole salire? (QE),Caregiver voc
1008,174.798,175.216,xxx,Infant voc
1008,175.532,177.614,Mm pure tu vuoi salire là sopra? (C QA),Caregiver voc
1008,177.621,178.046,xxx,Infant voc
1008,178.093,181.498,No amore è pericoloso (AD NE AD) Vuoi vedere che ci sta il trenino?	(QA),Caregiver voc
1008,182.837,186.699,Vediamo un poco vediamo non c’è un trenino?	(W QE),Caregiver voc
1008,184.643,185.11,xxx,Infant voc
1008,187.395,188.505,Aspetta (DA),Caregiver voc
1008,189.525,191.953,Mamma mia il camion della spazzatura (C RE),Caregiver voc
1008,192.141,192.72,xxx,Infant voc
1008,192.737,193.641,xxx,Caregiver voc
1008,194.699,195.145,xxx,Infant voc
1008,195.165,196.568,E questo che cos’è? (QE),Caregiver voc
1008,196.697,197.102,xxx,Caregiver voc
1008,197.061,197.941,xxx,Infant voc
1008,198.003,199.462,No autobus	(C RE),Caregiver voc
1008,199.696,200.607,xxx,Infant voc
1008,200.658,202.786,"La coperta, ha chi la devi mettere la coperta? (RE QA)",Caregiver voc
1008,203.348,203.87,xxx,Infant voc
1008,203.948,205.259,alla bambolina? (QE),Caregiver voc
1008,206.213,206.687,Ah  (C),Caregiver voc
1008,206.964,207.515,xxx,Caregiver voc
1008,207.969,208.984,adesso dorme? (QE),Caregiver voc
1008,209.018,209.353,xxx,Infant voc
1008,209.382,209.708,Mm (AM),Caregiver voc
1008,211.284,212.72,xxx,Infant voc
1008,213.141,214.59,Vogliamo giocare un po’ con la palla? (W),Caregiver voc
1008,214.459,214.923,no (CW),Infant voc
1008,215.121,215.902,Oh oh	(C),Caregiver voc
1008,216.955,218.201,Vogliamo tirare un po’ con la palla	(W),Caregiver voc
1008,218.201,218.598,xxx,Infant voc
1008,218.725,219.247,E dai ,Caregiver voc
1008,219.672,220.607,tu mettiti qua (DA),Caregiver voc
1008,220.269,221.001,xxx,Infant voc
1008,221.991,222.967,Apri le gambe	(DA),Caregiver voc
1008,224.457,225.158,Uno due (AR),Caregiver voc
1008,225.464,225.991,no (CW),Infant voc
1008,226.324,227.482,Non vuoi giocare? (QA),Caregiver voc
1008,227.67,228.467,Uno due (AR),Caregiver voc
1008,228.469,230.337,xxx ,Infant voc
1008,230.085,230.697,A mamma (tira a mamma)	(DA),Caregiver voc
1008,232.066,233.598,op op oh (C),Caregiver voc
1008,234.79,235.715,uno due (AR),Caregiver voc
1008,236.134,236.653,t(r)e	(CW),Infant voc
1008,236.682,237.6,Tre (AR),Caregiver voc
1008,237.598,237.878,xxx,Infant voc
1008,237.812,238.095,op,Caregiver voc
1008,239.025,239.807,A mamma  (DA),Caregiver voc
1008,240.349,241.124,A mamma (DA),Caregiver voc
1008,241.998,242.67,xxx,Caregiver voc
1008,243.546,244.498,xxx,Infant voc
1008,244.612,245.68,Ah sì 	(C),Caregiver voc
1008,246.001,246.598,uno due (AR),Caregiver voc
1008,247.37,249.441,Tre (AR) A mamma (DA),Caregiver voc
1008,250.645,251.141,Op (C),Caregiver voc
1008,252.411,253.805,xxx,Infant voc
1008,253.88,257.358,Si è fatto la bua? Ah piccolina! (QE C RE),Caregiver voc
1008,257.629,262.807,Fagli cara si è fatta bua (DA RE) Stringi un poco stringi piccina (AL),Caregiver voc
1008,264.534,268.206,Vogliamo giocare col trenino (W) Ma chi è questo il topolino? 	(QE),Caregiver voc
1008,268.805,269.399,xxx,Infant voc
1008,268.95,271.401,Topolino topoletto (canta) (S),Caregiver voc
1008,272.53,273.334,xxx,Infant voc
1008,273.957,276.668,Ciao topolino come stai? (AG RE QE),Caregiver voc
1008,277.264,280.494,Ma che fa ti guida il trenino?	(QE) E come fa il trenino? (QE),Caregiver voc
1008,280.947,281.665,ciuf ciuf (CWOP),Infant voc
1008,281.781,283.001,Ciuf ciuf (OP),Caregiver voc
1008,283.529,284.668,Ciuf ciuf (OP),Caregiver voc
1008,284.948,286.001,Andiamo di qua (W),Caregiver voc
1008,287.53,288.747,Vieni da Lorenzo (DA NC),Caregiver voc
1008,288.967,289.479,tira tu	(DA),Caregiver voc
1008,291.653,294.486,Ciao topolino ciao (AG) È caduto? (QE),Caregiver voc
1008,295.327,296.325,È caduto? (QE),Caregiver voc
1008,297.779,299.264,xxx,Infant voc
1008,299.279,300.663,Deve dormire pure lui? (QE),Caregiver voc
1008,300.426,300.853,xxx,Infant voc
1008,300.955,302.406,Tutti quanti a dormire? (QE),Caregiver voc
1008,303.083,305.305,Fagli un po’ di caffè fagli il caffè	(DA),Caregiver voc
1008,305.455,306.8,Facciamo un po’ di caffè (W),Caregiver voc
1008,307.53,307.982,Dai (C),Caregiver voc
1008,308.88,309.372,xxx,Caregiver voc
1008,309.737,310.665,xxx,Infant voc
1008,310.668,311.402,Che c’è a mamma?	 (QO C),Caregiver voc
1008,311.689,316.011,No che schifo che schifo accidenti è sporca (AD RE),Caregiver voc
1008,314.773,315.409,xxx,Infant voc
1008,317.203,317.65,Op (C),Caregiver voc
1008,318.687,319.098,xxx,Infant voc
1008,319.943,321.404,Viene da mamma questa palla? (QE),Caregiver voc
1008,322.38,323.448,Viene da mamma? (QE),Caregiver voc
1008,323.387,324.841,xxx,Infant voc
1008,328.636,329.013,Ah  (C),Caregiver voc
1008,329.329,330.107,valla a prendere?	(QA),Caregiver voc
1008,332.279,333.116,Non la vuoi prendere	(RA),Caregiver voc
1008,336.894,338.892,"Guarda qua che ci sta, 	(DA)",Caregiver voc
1008,339.529,340.943,i cagnolini guarda?	(QA),Caregiver voc
1008,341.295,342.199,E guarda (DA),Caregiver voc
1008,342.568,343.614,xxx,Infant voc
1008,342.807,343.622,Guarda guarda (DA),Caregiver voc
1008,345.194,348.481,"Il coniglietto, il coniglietto (RE)",Caregiver voc
1008,350.315,351.583,Ci abbracciamo un poco (W),Caregiver voc
1008,351.617,351.942,xxx,Infant voc
1008,351.959,353.003,xxx,Caregiver voc
1008,353.155,353.945,Allora (C),Caregiver voc
1008,355.203,358.846, “un giorno un camioncino arrivò nel cortile	 (RE),Caregiver voc
1008,359.762,364.523,Il fattore aveva deciso di pitturare la fattoria per renderla più allegra (RE),Caregiver voc
1008,366.141,367.901,Guarda quanti colori	(DA),Caregiver voc
1008,368.491,371.402,"Giallo, verde	 (RE RE) Questo che colore è? (QE)",Caregiver voc
1008,371.491,371.861,xxx,Infant voc
1008,371.715,372.201,Ro(sso)  (ET),Caregiver voc
1008,372.894,373.916,Questo che colore è?	(QE),Caregiver voc
1008,374.116,374.609,xxx,Caregiver voc
1008,375.926,376.438,xxx,Infant voc
1008,377.145,379.658,Rosso	(RE) gira gira ,Caregiver voc
1008,379.878,381.047,vediamo un po’ che c’è dietro (DA W),Caregiver voc
1008,381.912,386.006,"Mamma mia le galline, i porcellini (C RE RE)",Caregiver voc
1008,386.305,389.194,Il coniglietto pure xxx	(RE I),Caregiver voc
1008,389.305,393.411,  C’è pure Pippo qua un topino	(RE) Guarda chi è questo? (DA QE),Caregiver voc
1008,393.469,394.303,Pippo (CW),Infant voc
1008,394.191,396.399,È Pippo il topino tuo!	 (RE),Caregiver voc
1008,396.861,398.008,Gira un poco qua (DA),Caregiver voc
1008,397.825,398.401,xxx,Infant voc
1008,398.766,401.083,Gira mamma gira vediamo che ci sta dietro	(DA C W),Caregiver voc
1008,401.296,405.401,Ah i pulcini (C RE) come fanno i pulcini?	(QE),Caregiver voc
1008,405.518,406.191,xxx,Infant voc
1008,407.157,410.602,Che fanno? Stan mangiando la pera?	 (QE),Caregiver voc
1008,411.348,413.206,No non sta mangiando sta giocando questo cane vedi (C RE DA),Caregiver voc
1008,413.426,415.005,e i pulcini come fanno? (QE),Caregiver voc
1008,415.407,415.984,xxx,Infant voc
1008,415.991,417.43,Pio pio pio (OP),Caregiver voc
1008,417.709,419.0,Come fanno i pulcini? (QE),Caregiver voc
1008,419.262,419.599,xxx,Caregiver voc
1008,420.283,421.022,Gira gira (W),Caregiver voc
1008,421.924,423.244,Giriamo questa pagina (W),Caregiver voc
1008,425.795,427.165,Mh xxx (C I),Caregiver voc
1008,427.822,429.192,xxx,Caregiver voc
1008,430.102,430.991,Facciamo camminare? (W),Caregiver voc
1008,432.861,433.276,xxx,Caregiver voc
1008,434.998,435.399,oh  (C),Caregiver voc
1008,436.168,436.969,fallo camminare tu (DA),Caregiver voc
1008,438.634,439.397,fallo camminare tu (DA),Caregiver voc
1008,439.936,440.453,xxx,Infant voc
1008,440.776,442.433,xxx,Caregiver voc
1008,446.18,446.989,xxx,Infant voc
1008,447.718,449.711,Xxx zucchero (I),Caregiver voc
1008,450.692,451.404,xxx,Infant voc
1008,451.624,453.027,C’è lo zucchero qua dentro (RE),Caregiver voc
1008,452.471,452.918,xxx,Infant voc
1008,453.346,455.312,xxx,Infant voc
1008,454.131,455.745,Mettiamo lo zucchero nel caffè (W),Caregiver voc
1008,456.336,457.699,Vedi mamma ti fa vedere guarda (DA C),Caregiver voc
1008,460.957,461.904,Vediamo com’è (W),Caregiver voc
1008,463.327,466.597,Mm buonissimo (C RE) Pure Lorenzo?	(NC),Caregiver voc
1008,466.58,466.971,xxx,Infant voc
1008,467.061,467.597,E dai ,Caregiver voc
1008,468.117,469.418,tieni metti lo zucchero (DA),Caregiver voc
1008,470.17,471.769,Metti lo zucchero nel caffè,Caregiver voc
1008,472.445,473.093,Gira (DA),Caregiver voc
1008,473.699,475.402,Gira amore gira (NE DA),Caregiver voc
1008,475.677,476.305,Gira ,Caregiver voc
1008,476.87,477.708,vedi com’è (DA),Caregiver voc
1008,479.153,481.121,Com’è questo caffè?	(QE),Caregiver voc
1008,483.252,483.808,Com’è (QE),Caregiver voc
1008,485.303,485.849,Com’è? (QE),Caregiver voc
1008,486.539,487.464,a mama (CW),Infant voc
1008,487.648,490.407,Mm buono (C RE),Caregiver voc
1008,491.124,492.559,xxx,Infant voc
1008,492.662,494.761,A papà pure? (QE),Caregiver voc
1008,496.663,497.648,xxx,Infant voc
1008,497.767,498.203,Chi è? (QE),Caregiver voc
1008,499.24,500.203,Chi è alla porta?	,Caregiver voc
1008,500.511,501.402,papà (CW),Infant voc
1008,501.561,503.397,È papà? xxx (QE),Caregiver voc
1008,503.981,504.803,xxx,Infant voc
1008,504.96,505.488,,Caregiver voc
1008,505.982,506.443,xxx,Infant voc
1008,509.409,512.037,,Caregiver voc
1009,0.285,1.08,Fai mangiare a bimba (DA),Caregiver voc
1009,1.306,1.682,pa,Infant voc
1009,1.437,2.219,Pappa ,Caregiver voc
1009,2.834,5.652,brava brava ah (RE AE),Caregiver voc
1009,4.575,5.635,xxx,Infant voc
1009,6.383,7.921,Non vuoi giocare (RA),Caregiver voc
1009,8.667,9.926,Lo prendi il caffè? (QA),Caregiver voc
1009,10.163,11.774,Dammi il caffè (DA) Prendilo pure tu prendilo (DA C),Caregiver voc
1009,12.037,13.159,ah,Infant voc
1009,12.086,13.182,Cinzia vuoi leggere? (NC QA),Caregiver voc
1009,14.61,15.31,xxx,Caregiver voc
1009,15.691,16.906,Vuoi leggere?	 (QA),Caregiver voc
1009,16.695,17.178,xxx,Infant voc
1009,18.201,18.855,xxx,Infant voc
1009,18.847,21.216,Fai vedere pure a mamma (DA) vieni vieni (DA),Caregiver voc
1009,19.558,22.144,xxx,Infant voc
1009,23.567,24.359,Cinzia (NC),Caregiver voc
1009,25.879,29.607,Chiamiamo Tania (W) Vieni Cinzia (DA NC) Chiamiamo Tania vieni (W DA),Caregiver voc
1009,30.898,31.567,Pronto? (AG),Caregiver voc
1009,33.34,35.09,Pronto Tania (/),Caregiver voc
1009,36.208,37.958,Vieni vieni è la Tania Cinzia vieni (DA RE NC DA),Caregiver voc
1009,38.708,39.328,Cinzia (NC),Caregiver voc
1009,39.746,40.911,ti vuole Giovanni vieni (RE DA),Caregiver voc
1009,41.998,42.633,Cinzia (NC),Caregiver voc
1009,43.08,44.469,Cinzia (NC) ti vuole Giovanni vieni (RE DA),Caregiver voc
1009,45.312,47.691,Tieni ci sta Giovanni al telefono vieni (DA RE DA),Caregiver voc
1009,49.56,50.398,Cinzia (NC),Caregiver voc
1009,50.889,51.889,che stai a guardare? (QA),Caregiver voc
1009,55.937,58.005,Cinzia ci sono tanti bimbi? (NC QE),Caregiver voc
1009,58.872,60.409,Ti vuole Giovanni dicci pronto? (RE QA),Caregiver voc
